Gasto_Instantaneo,Presion_Instantanea,t_stamp,nombre_sitio,fecha_hora
43,37,2025-06-03 20:42:44,reb62a,2025-06-03 20:42:44
43,37,2025-06-03 20:39:44,reb62a,2025-06-03 20:39:44
43,37,2025-06-03 20:36:44,reb62a,2025-06-03 20:36:44
43,37,2025-06-03 20:33:44,reb62a,2025-06-03 20:33:44
43,37,2025-06-03 20:30:44,reb62a,2025-06-03 20:30:44
43,37,2025-06-03 20:27:44,reb62a,2025-06-03 20:27:44
43,37,2025-06-03 20:24:44,reb62a,2025-06-03 20:24:44
43,37,2025-06-03 20:21:44,reb62a,2025-06-03 20:21:44
43,37,2025-06-03 20:18:44,reb62a,2025-06-03 20:18:44
43,37,2025-06-03 20:15:44,reb62a,2025-06-03 20:15:44
43,37,2025-06-03 20:12:44,reb62a,2025-06-03 20:12:44
43,37,2025-06-03 20:09:44,reb62a,2025-06-03 20:09:44
43,37,2025-06-03 20:06:44,reb62a,2025-06-03 20:06:44
43,37,2025-06-03 20:03:44,reb62a,2025-06-03 20:03:44
43,37,2025-06-03 20:00:44,reb62a,2025-06-03 20:00:44
43,37,2025-06-03 19:57:44,reb62a,2025-06-03 19:57:44
43,37,2025-06-03 19:54:44,reb62a,2025-06-03 19:54:44
43,37,2025-06-03 19:51:44,reb62a,2025-06-03 19:51:44
43,37,2025-06-03 19:48:44,reb62a,2025-06-03 19:48:44
43,37,2025-06-03 19:45:44,reb62a,2025-06-03 19:45:44
43,37,2025-06-03 19:42:44,reb62a,2025-06-03 19:42:44
43,38,2025-06-03 19:39:44,reb62a,2025-06-03 19:39:44
43,38,2025-06-03 19:36:44,reb62a,2025-06-03 19:36:44
43,38,2025-06-03 19:33:44,reb62a,2025-06-03 19:33:44
43,38,2025-06-03 19:30:44,reb62a,2025-06-03 19:30:44
43,38,2025-06-03 19:27:44,reb62a,2025-06-03 19:27:44
43,38,2025-06-03 19:24:44,reb62a,2025-06-03 19:24:44
43,38,2025-06-03 19:21:44,reb62a,2025-06-03 19:21:44
43,38,2025-06-03 19:18:44,reb62a,2025-06-03 19:18:44
43,38,2025-06-03 19:15:44,reb62a,2025-06-03 19:15:44
43,38,2025-06-03 19:12:44,reb62a,2025-06-03 19:12:44
43,38,2025-06-03 19:09:44,reb62a,2025-06-03 19:09:44
43,38,2025-06-03 19:06:44,reb62a,2025-06-03 19:06:44
43,38,2025-06-03 19:03:44,reb62a,2025-06-03 19:03:44
43,38,2025-06-03 19:00:44,reb62a,2025-06-03 19:00:44
43,38,2025-06-03 18:57:44,reb62a,2025-06-03 18:57:44
43,38,2025-06-03 18:54:44,reb62a,2025-06-03 18:54:44
43,38,2025-06-03 18:51:44,reb62a,2025-06-03 18:51:44
43,38,2025-06-03 18:48:44,reb62a,2025-06-03 18:48:44
43,38,2025-06-03 18:45:44,reb62a,2025-06-03 18:45:44
43,38,2025-06-03 18:42:44,reb62a,2025-06-03 18:42:44
43,38,2025-06-03 18:39:44,reb62a,2025-06-03 18:39:44
43,38,2025-06-03 18:36:44,reb62a,2025-06-03 18:36:44
43,38,2025-06-03 18:33:44,reb62a,2025-06-03 18:33:44
43,38,2025-06-03 18:30:44,reb62a,2025-06-03 18:30:44
43,38,2025-06-03 18:27:44,reb62a,2025-06-03 18:27:44
43,39,2025-06-03 18:24:44,reb62a,2025-06-03 18:24:44
43,39,2025-06-03 18:21:44,reb62a,2025-06-03 18:21:44
43,39,2025-06-03 18:18:44,reb62a,2025-06-03 18:18:44
43,39,2025-06-03 18:15:44,reb62a,2025-06-03 18:15:44
43,39,2025-06-03 18:12:44,reb62a,2025-06-03 18:12:44
43,39,2025-06-03 18:09:44,reb62a,2025-06-03 18:09:44
43,39,2025-06-03 18:06:44,reb62a,2025-06-03 18:06:44
43,39,2025-06-03 18:03:44,reb62a,2025-06-03 18:03:44
43,39,2025-06-03 18:00:44,reb62a,2025-06-03 18:00:44
43,39,2025-06-03 17:57:44,reb62a,2025-06-03 17:57:44
43,39,2025-06-03 17:54:44,reb62a,2025-06-03 17:54:44
43,39,2025-06-03 17:51:44,reb62a,2025-06-03 17:51:44
43,39,2025-06-03 17:48:44,reb62a,2025-06-03 17:48:44
43,39,2025-06-03 17:45:44,reb62a,2025-06-03 17:45:44
43,39,2025-06-03 17:42:44,reb62a,2025-06-03 17:42:44
43,39,2025-06-03 17:39:44,reb62a,2025-06-03 17:39:44
43,39,2025-06-03 17:36:44,reb62a,2025-06-03 17:36:44
43,39,2025-06-03 17:33:44,reb62a,2025-06-03 17:33:44
43,39,2025-06-03 17:30:44,reb62a,2025-06-03 17:30:44
43,39,2025-06-03 17:27:44,reb62a,2025-06-03 17:27:44
43,39,2025-06-03 17:24:44,reb62a,2025-06-03 17:24:44
43,39,2025-06-03 17:21:44,reb62a,2025-06-03 17:21:44
43,39,2025-06-03 17:18:44,reb62a,2025-06-03 17:18:44
43,39,2025-06-03 17:15:44,reb62a,2025-06-03 17:15:44
43,39,2025-06-03 17:12:44,reb62a,2025-06-03 17:12:44
43,39,2025-06-03 17:09:44,reb62a,2025-06-03 17:09:44
43,39,2025-06-03 17:06:44,reb62a,2025-06-03 17:06:44
43,39,2025-06-03 17:03:44,reb62a,2025-06-03 17:03:44
43,39,2025-06-03 17:00:44,reb62a,2025-06-03 17:00:44
43,39,2025-06-03 16:57:44,reb62a,2025-06-03 16:57:44
43,39,2025-06-03 16:54:44,reb62a,2025-06-03 16:54:44
43,39,2025-06-03 16:51:44,reb62a,2025-06-03 16:51:44
43,39,2025-06-03 16:48:44,reb62a,2025-06-03 16:48:44
43,39,2025-06-03 16:45:44,reb62a,2025-06-03 16:45:44
43,39,2025-06-03 16:42:44,reb62a,2025-06-03 16:42:44
43,39,2025-06-03 16:39:44,reb62a,2025-06-03 16:39:44
43,39,2025-06-03 16:36:44,reb62a,2025-06-03 16:36:44
43,39,2025-06-03 16:33:44,reb62a,2025-06-03 16:33:44
43,39,2025-06-03 16:30:44,reb62a,2025-06-03 16:30:44
43,39,2025-06-03 16:27:44,reb62a,2025-06-03 16:27:44
43,39,2025-06-03 16:24:44,reb62a,2025-06-03 16:24:44
43,39,2025-06-03 16:21:44,reb62a,2025-06-03 16:21:44
43,39,2025-06-03 16:18:44,reb62a,2025-06-03 16:18:44
43,39,2025-06-03 16:15:44,reb62a,2025-06-03 16:15:44
43,39,2025-06-03 16:12:44,reb62a,2025-06-03 16:12:44
43,39,2025-06-03 16:09:44,reb62a,2025-06-03 16:09:44
43,39,2025-06-03 16:06:44,reb62a,2025-06-03 16:06:44
43,39,2025-06-03 16:03:44,reb62a,2025-06-03 16:03:44
43,39,2025-06-03 16:00:44,reb62a,2025-06-03 16:00:44
43,39,2025-06-03 15:57:44,reb62a,2025-06-03 15:57:44
43,39,2025-06-03 15:54:44,reb62a,2025-06-03 15:54:44
43,39,2025-06-03 15:51:44,reb62a,2025-06-03 15:51:44
43,39,2025-06-03 15:48:44,reb62a,2025-06-03 15:48:44
43,39,2025-06-03 15:45:44,reb62a,2025-06-03 15:45:44
43,39,2025-06-03 15:42:44,reb62a,2025-06-03 15:42:44
43,39,2025-06-03 15:39:44,reb62a,2025-06-03 15:39:44
43,39,2025-06-03 15:36:44,reb62a,2025-06-03 15:36:44
43,39,2025-06-03 15:33:44,reb62a,2025-06-03 15:33:44
43,39,2025-06-03 15:30:44,reb62a,2025-06-03 15:30:44
43,39,2025-06-03 15:27:44,reb62a,2025-06-03 15:27:44
43,39,2025-06-03 15:24:44,reb62a,2025-06-03 15:24:44
43,39,2025-06-03 15:21:44,reb62a,2025-06-03 15:21:44
43,39,2025-06-03 15:18:44,reb62a,2025-06-03 15:18:44
43,39,2025-06-03 15:15:44,reb62a,2025-06-03 15:15:44
43,39,2025-06-03 15:12:44,reb62a,2025-06-03 15:12:44
43,39,2025-06-03 15:09:44,reb62a,2025-06-03 15:09:44
43,39,2025-06-03 15:06:44,reb62a,2025-06-03 15:06:44
43,39,2025-06-03 15:03:44,reb62a,2025-06-03 15:03:44
43,39,2025-06-03 15:00:44,reb62a,2025-06-03 15:00:44
43,39,2025-06-03 14:57:44,reb62a,2025-06-03 14:57:44
43,39,2025-06-03 14:54:44,reb62a,2025-06-03 14:54:44
43,39,2025-06-03 14:51:44,reb62a,2025-06-03 14:51:44
43,39,2025-06-03 14:48:44,reb62a,2025-06-03 14:48:44
43,39,2025-06-03 14:45:44,reb62a,2025-06-03 14:45:44
43,39,2025-06-03 14:42:44,reb62a,2025-06-03 14:42:44
43,39,2025-06-03 14:39:44,reb62a,2025-06-03 14:39:44
43,39,2025-06-03 14:36:44,reb62a,2025-06-03 14:36:44
43,39,2025-06-03 14:33:44,reb62a,2025-06-03 14:33:44
43,39,2025-06-03 14:30:44,reb62a,2025-06-03 14:30:44
43,39,2025-06-03 14:27:44,reb62a,2025-06-03 14:27:44
43,39,2025-06-03 14:24:44,reb62a,2025-06-03 14:24:44
43,39,2025-06-03 14:21:44,reb62a,2025-06-03 14:21:44
43,39,2025-06-03 14:18:44,reb62a,2025-06-03 14:18:44
43,39,2025-06-03 14:15:44,reb62a,2025-06-03 14:15:44
43,39,2025-06-03 14:12:44,reb62a,2025-06-03 14:12:44
43,39,2025-06-03 14:09:44,reb62a,2025-06-03 14:09:44
43,39,2025-06-03 14:06:44,reb62a,2025-06-03 14:06:44
43,39,2025-06-03 14:03:44,reb62a,2025-06-03 14:03:44
43,39,2025-06-03 14:00:44,reb62a,2025-06-03 14:00:44
43,39,2025-06-03 13:57:44,reb62a,2025-06-03 13:57:44
43,39,2025-06-03 13:54:44,reb62a,2025-06-03 13:54:44
43,39,2025-06-03 13:51:44,reb62a,2025-06-03 13:51:44
43,39,2025-06-03 13:48:44,reb62a,2025-06-03 13:48:44
43,39,2025-06-03 13:45:44,reb62a,2025-06-03 13:45:44
43,39,2025-06-03 13:42:44,reb62a,2025-06-03 13:42:44
43,39,2025-06-03 13:39:44,reb62a,2025-06-03 13:39:44
43,39,2025-06-03 13:36:44,reb62a,2025-06-03 13:36:44
0,39,2025-06-03 13:33:44,reb62a,2025-06-03 13:33:44
0,39,2025-06-03 13:30:44,reb62a,2025-06-03 13:30:44
0,39,2025-06-03 13:27:44,reb62a,2025-06-03 13:27:44
0,39,2025-06-03 13:24:44,reb62a,2025-06-03 13:24:44
43,39,2025-06-03 13:21:44,reb62a,2025-06-03 13:21:44
43,39,2025-06-03 13:18:44,reb62a,2025-06-03 13:18:44
43,39,2025-06-03 13:15:44,reb62a,2025-06-03 13:15:44
43,39,2025-06-03 13:12:44,reb62a,2025-06-03 13:12:44
43,39,2025-06-03 13:09:44,reb62a,2025-06-03 13:09:44
43,39,2025-06-03 13:06:44,reb62a,2025-06-03 13:06:44
43,39,2025-06-03 13:03:44,reb62a,2025-06-03 13:03:44
43,39,2025-06-03 13:00:44,reb62a,2025-06-03 13:00:44
43,39,2025-06-03 12:57:44,reb62a,2025-06-03 12:57:44
43,39,2025-06-03 12:54:44,reb62a,2025-06-03 12:54:44
43,39,2025-06-03 12:51:44,reb62a,2025-06-03 12:51:44
43,39,2025-06-03 12:48:44,reb62a,2025-06-03 12:48:44
43,39,2025-06-03 12:45:44,reb62a,2025-06-03 12:45:44
43,39,2025-06-03 12:42:44,reb62a,2025-06-03 12:42:44
43,39,2025-06-03 12:39:44,reb62a,2025-06-03 12:39:44
43,39,2025-06-03 12:36:44,reb62a,2025-06-03 12:36:44
43,39,2025-06-03 12:33:44,reb62a,2025-06-03 12:33:44
43,39,2025-06-03 12:30:44,reb62a,2025-06-03 12:30:44
43,39,2025-06-03 12:27:44,reb62a,2025-06-03 12:27:44
43,39,2025-06-03 12:24:44,reb62a,2025-06-03 12:24:44
43,39,2025-06-03 12:21:44,reb62a,2025-06-03 12:21:44
43,39,2025-06-03 12:18:44,reb62a,2025-06-03 12:18:44
43,39,2025-06-03 12:15:44,reb62a,2025-06-03 12:15:44
43,39,2025-06-03 12:12:44,reb62a,2025-06-03 12:12:44
43,39,2025-06-03 12:09:44,reb62a,2025-06-03 12:09:44
43,39,2025-06-03 12:06:44,reb62a,2025-06-03 12:06:44
43,39,2025-06-03 12:03:44,reb62a,2025-06-03 12:03:44
43,39,2025-06-03 12:00:44,reb62a,2025-06-03 12:00:44
43,39,2025-06-03 11:57:44,reb62a,2025-06-03 11:57:44
43,39,2025-06-03 11:54:44,reb62a,2025-06-03 11:54:44
43,39,2025-06-03 11:51:44,reb62a,2025-06-03 11:51:44
43,39,2025-06-03 11:48:44,reb62a,2025-06-03 11:48:44
43,39,2025-06-03 11:45:44,reb62a,2025-06-03 11:45:44
43,39,2025-06-03 11:42:44,reb62a,2025-06-03 11:42:44
43,39,2025-06-03 11:39:44,reb62a,2025-06-03 11:39:44
43,39,2025-06-03 11:36:44,reb62a,2025-06-03 11:36:44
43,39,2025-06-03 11:33:44,reb62a,2025-06-03 11:33:44
43,39,2025-06-03 11:30:44,reb62a,2025-06-03 11:30:44
43,39,2025-06-03 11:27:44,reb62a,2025-06-03 11:27:44
43,39,2025-06-03 11:24:44,reb62a,2025-06-03 11:24:44
43,39,2025-06-03 11:21:44,reb62a,2025-06-03 11:21:44
43,39,2025-06-03 11:18:44,reb62a,2025-06-03 11:18:44
43,39,2025-06-03 11:15:44,reb62a,2025-06-03 11:15:44
43,39,2025-06-03 11:12:44,reb62a,2025-06-03 11:12:44
-1,39,2025-06-03 11:09:44,reb62a,2025-06-03 11:09:44
-1,39,2025-06-03 11:06:44,reb62a,2025-06-03 11:06:44
-1,39,2025-06-03 11:03:44,reb62a,2025-06-03 11:03:44
-1,39,2025-06-03 11:00:44,reb62a,2025-06-03 11:00:44
-1,39,2025-06-03 10:57:44,reb62a,2025-06-03 10:57:44
-1,39,2025-06-03 10:54:44,reb62a,2025-06-03 10:54:44
-1,39,2025-06-03 10:51:44,reb62a,2025-06-03 10:51:44
43,39,2025-06-03 10:48:44,reb62a,2025-06-03 10:48:44
43,39,2025-06-03 10:45:44,reb62a,2025-06-03 10:45:44
43,39,2025-06-03 10:42:44,reb62a,2025-06-03 10:42:44
43,39,2025-06-03 10:39:44,reb62a,2025-06-03 10:39:44
43,39,2025-06-03 10:36:44,reb62a,2025-06-03 10:36:44
43,39,2025-06-03 10:33:44,reb62a,2025-06-03 10:33:44
43,39,2025-06-03 10:30:44,reb62a,2025-06-03 10:30:44
43,39,2025-06-03 10:27:44,reb62a,2025-06-03 10:27:44
43,39,2025-06-03 10:24:44,reb62a,2025-06-03 10:24:44
43,39,2025-06-03 10:21:44,reb62a,2025-06-03 10:21:44
43,39,2025-06-03 10:18:44,reb62a,2025-06-03 10:18:44
43,39,2025-06-03 10:15:44,reb62a,2025-06-03 10:15:44
43,39,2025-06-03 10:12:44,reb62a,2025-06-03 10:12:44
43,39,2025-06-03 10:09:44,reb62a,2025-06-03 10:09:44
43,39,2025-06-03 10:06:44,reb62a,2025-06-03 10:06:44
43,39,2025-06-03 10:03:44,reb62a,2025-06-03 10:03:44
43,39,2025-06-03 10:00:44,reb62a,2025-06-03 10:00:44
43,39,2025-06-03 09:57:44,reb62a,2025-06-03 09:57:44
43,40,2025-06-03 09:54:44,reb62a,2025-06-03 09:54:44
43,40,2025-06-03 09:51:44,reb62a,2025-06-03 09:51:44
43,40,2025-06-03 09:48:44,reb62a,2025-06-03 09:48:44
43,40,2025-06-03 09:45:44,reb62a,2025-06-03 09:45:44
43,40,2025-06-03 09:42:44,reb62a,2025-06-03 09:42:44
43,40,2025-06-03 09:39:44,reb62a,2025-06-03 09:39:44
43,40,2025-06-03 09:36:44,reb62a,2025-06-03 09:36:44
43,40,2025-06-03 09:33:44,reb62a,2025-06-03 09:33:44
43,40,2025-06-03 09:30:44,reb62a,2025-06-03 09:30:44
43,40,2025-06-03 09:27:44,reb62a,2025-06-03 09:27:44
43,40,2025-06-03 09:24:44,reb62a,2025-06-03 09:24:44
43,40,2025-06-03 09:21:44,reb62a,2025-06-03 09:21:44
43,40,2025-06-03 09:18:44,reb62a,2025-06-03 09:18:44
43,40,2025-06-03 09:15:44,reb62a,2025-06-03 09:15:44
43,40,2025-06-03 09:12:44,reb62a,2025-06-03 09:12:44
43,40,2025-06-03 09:09:44,reb62a,2025-06-03 09:09:44
43,40,2025-06-03 09:06:44,reb62a,2025-06-03 09:06:44
43,40,2025-06-03 09:03:44,reb62a,2025-06-03 09:03:44
43,40,2025-06-03 09:00:44,reb62a,2025-06-03 09:00:44
43,40,2025-06-03 08:57:44,reb62a,2025-06-03 08:57:44
43,40,2025-06-03 08:54:44,reb62a,2025-06-03 08:54:44
43,40,2025-06-03 08:51:44,reb62a,2025-06-03 08:51:44
43,40,2025-06-03 08:48:44,reb62a,2025-06-03 08:48:44
43,40,2025-06-03 08:45:44,reb62a,2025-06-03 08:45:44
43,39,2025-06-03 08:42:44,reb62a,2025-06-03 08:42:44
43,39,2025-06-03 08:39:44,reb62a,2025-06-03 08:39:44
43,39,2025-06-03 08:36:44,reb62a,2025-06-03 08:36:44
43,39,2025-06-03 08:33:44,reb62a,2025-06-03 08:33:44
43,39,2025-06-03 08:30:44,reb62a,2025-06-03 08:30:44
43,39,2025-06-03 08:27:44,reb62a,2025-06-03 08:27:44
43,39,2025-06-03 08:24:44,reb62a,2025-06-03 08:24:44
43,38,2025-06-03 08:21:44,reb62a,2025-06-03 08:21:44
43,38,2025-06-03 08:18:44,reb62a,2025-06-03 08:18:44
43,38,2025-06-03 08:15:44,reb62a,2025-06-03 08:15:44
43,38,2025-06-03 08:12:44,reb62a,2025-06-03 08:12:44
43,38,2025-06-03 08:09:44,reb62a,2025-06-03 08:09:44
43,38,2025-06-03 08:06:44,reb62a,2025-06-03 08:06:44
43,38,2025-06-03 08:03:44,reb62a,2025-06-03 08:03:44
43,38,2025-06-03 08:00:44,reb62a,2025-06-03 08:00:44
43,38,2025-06-03 07:57:44,reb62a,2025-06-03 07:57:44
43,38,2025-06-03 07:54:44,reb62a,2025-06-03 07:54:44
43,38,2025-06-03 07:51:44,reb62a,2025-06-03 07:51:44
43,38,2025-06-03 07:48:44,reb62a,2025-06-03 07:48:44
43,38,2025-06-03 07:45:44,reb62a,2025-06-03 07:45:44
43,38,2025-06-03 07:42:44,reb62a,2025-06-03 07:42:44
43,38,2025-06-03 07:39:44,reb62a,2025-06-03 07:39:44
43,38,2025-06-03 07:36:44,reb62a,2025-06-03 07:36:44
43,38,2025-06-03 07:33:44,reb62a,2025-06-03 07:33:44
43,36,2025-06-03 07:30:44,reb62a,2025-06-03 07:30:44
43,36,2025-06-03 07:27:44,reb62a,2025-06-03 07:27:44
43,36,2025-06-03 07:24:44,reb62a,2025-06-03 07:24:44
43,36,2025-06-03 07:21:44,reb62a,2025-06-03 07:21:44
43,36,2025-06-03 07:18:44,reb62a,2025-06-03 07:18:44
43,36,2025-06-03 07:15:44,reb62a,2025-06-03 07:15:44
43,36,2025-06-03 07:12:44,reb62a,2025-06-03 07:12:44
43,36,2025-06-03 07:09:44,reb62a,2025-06-03 07:09:44
43,36,2025-06-03 07:06:44,reb62a,2025-06-03 07:06:44
43,36,2025-06-03 07:03:44,reb62a,2025-06-03 07:03:44
43,36,2025-06-03 07:00:44,reb62a,2025-06-03 07:00:44
43,36,2025-06-03 06:57:44,reb62a,2025-06-03 06:57:44
43,36,2025-06-03 06:54:44,reb62a,2025-06-03 06:54:44
43,36,2025-06-03 06:51:44,reb62a,2025-06-03 06:51:44
43,36,2025-06-03 06:48:44,reb62a,2025-06-03 06:48:44
43,36,2025-06-03 06:45:44,reb62a,2025-06-03 06:45:44
43,36,2025-06-03 06:42:44,reb62a,2025-06-03 06:42:44
43,36,2025-06-03 06:39:44,reb62a,2025-06-03 06:39:44
43,36,2025-06-03 06:36:44,reb62a,2025-06-03 06:36:44
43,36,2025-06-03 06:33:44,reb62a,2025-06-03 06:33:44
43,36,2025-06-03 06:30:44,reb62a,2025-06-03 06:30:44
43,36,2025-06-03 06:27:44,reb62a,2025-06-03 06:27:44
43,36,2025-06-03 06:24:44,reb62a,2025-06-03 06:24:44
43,36,2025-06-03 06:21:44,reb62a,2025-06-03 06:21:44
0,36,2025-06-03 06:18:44,reb62a,2025-06-03 06:18:44
0,43,2025-06-03 06:15:44,reb62a,2025-06-03 06:15:44
0,43,2025-06-03 06:12:44,reb62a,2025-06-03 06:12:44
0,43,2025-06-03 06:09:44,reb62a,2025-06-03 06:09:44
0,43,2025-06-03 06:06:44,reb62a,2025-06-03 06:06:44
0,43,2025-06-03 06:03:44,reb62a,2025-06-03 06:03:44
0,43,2025-06-03 06:00:44,reb62a,2025-06-03 06:00:44
0,43,2025-06-03 05:57:44,reb62a,2025-06-03 05:57:44
0,43,2025-06-03 05:54:44,reb62a,2025-06-03 05:54:44
0,43,2025-06-03 05:51:44,reb62a,2025-06-03 05:51:44
0,43,2025-06-03 05:48:44,reb62a,2025-06-03 05:48:44
0,43,2025-06-03 05:45:44,reb62a,2025-06-03 05:45:44
0,43,2025-06-03 05:42:44,reb62a,2025-06-03 05:42:44
0,43,2025-06-03 05:39:44,reb62a,2025-06-03 05:39:44
0,43,2025-06-03 05:36:44,reb62a,2025-06-03 05:36:44
0,43,2025-06-03 05:33:44,reb62a,2025-06-03 05:33:44
0,43,2025-06-03 05:30:44,reb62a,2025-06-03 05:30:44
0,43,2025-06-03 05:27:44,reb62a,2025-06-03 05:27:44
0,43,2025-06-03 05:24:44,reb62a,2025-06-03 05:24:44
43,43,2025-06-03 05:21:44,reb62a,2025-06-03 05:21:44
43,43,2025-06-03 05:18:44,reb62a,2025-06-03 05:18:44
43,43,2025-06-03 05:15:44,reb62a,2025-06-03 05:15:44
43,43,2025-06-03 05:12:44,reb62a,2025-06-03 05:12:44
43,43,2025-06-03 05:09:44,reb62a,2025-06-03 05:09:44
43,43,2025-06-03 05:06:44,reb62a,2025-06-03 05:06:44
43,45,2025-06-03 05:03:44,reb62a,2025-06-03 05:03:44
43,45,2025-06-03 05:00:44,reb62a,2025-06-03 05:00:44
43,45,2025-06-03 04:57:44,reb62a,2025-06-03 04:57:44
43,45,2025-06-03 04:54:44,reb62a,2025-06-03 04:54:44
43,45,2025-06-03 04:51:44,reb62a,2025-06-03 04:51:44
43,45,2025-06-03 04:48:44,reb62a,2025-06-03 04:48:44
43,45,2025-06-03 04:45:44,reb62a,2025-06-03 04:45:44
43,45,2025-06-03 04:42:44,reb62a,2025-06-03 04:42:44
43,45,2025-06-03 04:39:44,reb62a,2025-06-03 04:39:44
43,45,2025-06-03 04:36:44,reb62a,2025-06-03 04:36:44
43,45,2025-06-03 04:33:44,reb62a,2025-06-03 04:33:44
43,45,2025-06-03 04:30:44,reb62a,2025-06-03 04:30:44
43,45,2025-06-03 04:27:44,reb62a,2025-06-03 04:27:44
43,45,2025-06-03 04:24:44,reb62a,2025-06-03 04:24:44
43,45,2025-06-03 04:21:44,reb62a,2025-06-03 04:21:44
43,45,2025-06-03 04:18:44,reb62a,2025-06-03 04:18:44
43,45,2025-06-03 04:15:44,reb62a,2025-06-03 04:15:44
43,45,2025-06-03 04:12:44,reb62a,2025-06-03 04:12:44
43,45,2025-06-03 04:09:44,reb62a,2025-06-03 04:09:44
43,45,2025-06-03 04:06:44,reb62a,2025-06-03 04:06:44
43,45,2025-06-03 04:03:44,reb62a,2025-06-03 04:03:44
43,45,2025-06-03 04:00:44,reb62a,2025-06-03 04:00:44
43,45,2025-06-03 03:57:44,reb62a,2025-06-03 03:57:44
43,45,2025-06-03 03:54:44,reb62a,2025-06-03 03:54:44
43,44,2025-06-03 03:51:44,reb62a,2025-06-03 03:51:44
43,44,2025-06-03 03:48:44,reb62a,2025-06-03 03:48:44
43,44,2025-06-03 03:45:44,reb62a,2025-06-03 03:45:44
43,44,2025-06-03 03:42:44,reb62a,2025-06-03 03:42:44
43,44,2025-06-03 03:39:44,reb62a,2025-06-03 03:39:44
43,44,2025-06-03 03:36:44,reb62a,2025-06-03 03:36:44
43,44,2025-06-03 03:33:44,reb62a,2025-06-03 03:33:44
43,44,2025-06-03 03:30:44,reb62a,2025-06-03 03:30:44
43,44,2025-06-03 03:27:44,reb62a,2025-06-03 03:27:44
43,44,2025-06-03 03:24:44,reb62a,2025-06-03 03:24:44
43,44,2025-06-03 03:21:44,reb62a,2025-06-03 03:21:44
43,44,2025-06-03 03:18:44,reb62a,2025-06-03 03:18:44
43,44,2025-06-03 03:15:44,reb62a,2025-06-03 03:15:44
43,44,2025-06-03 03:12:44,reb62a,2025-06-03 03:12:44
43,44,2025-06-03 03:09:44,reb62a,2025-06-03 03:09:44
43,44,2025-06-03 03:06:44,reb62a,2025-06-03 03:06:44
43,44,2025-06-03 03:03:44,reb62a,2025-06-03 03:03:44
43,44,2025-06-03 03:00:44,reb62a,2025-06-03 03:00:44
43,44,2025-06-03 02:57:44,reb62a,2025-06-03 02:57:44
43,44,2025-06-03 02:54:44,reb62a,2025-06-03 02:54:44
43,44,2025-06-03 02:51:44,reb62a,2025-06-03 02:51:44
43,44,2025-06-03 02:48:44,reb62a,2025-06-03 02:48:44
43,44,2025-06-03 02:45:44,reb62a,2025-06-03 02:45:44
43,44,2025-06-03 02:42:44,reb62a,2025-06-03 02:42:44
43,44,2025-06-03 02:39:44,reb62a,2025-06-03 02:39:44
43,44,2025-06-03 02:36:44,reb62a,2025-06-03 02:36:44
43,44,2025-06-03 02:33:44,reb62a,2025-06-03 02:33:44
43,44,2025-06-03 02:30:44,reb62a,2025-06-03 02:30:44
43,44,2025-06-03 02:27:44,reb62a,2025-06-03 02:27:44
43,44,2025-06-03 02:24:44,reb62a,2025-06-03 02:24:44
43,44,2025-06-03 02:21:44,reb62a,2025-06-03 02:21:44
43,44,2025-06-03 02:18:44,reb62a,2025-06-03 02:18:44
43,44,2025-06-03 02:15:44,reb62a,2025-06-03 02:15:44
43,44,2025-06-03 02:12:44,reb62a,2025-06-03 02:12:44
43,44,2025-06-03 02:09:44,reb62a,2025-06-03 02:09:44
43,44,2025-06-03 02:06:44,reb62a,2025-06-03 02:06:44
43,44,2025-06-03 02:03:44,reb62a,2025-06-03 02:03:44
43,44,2025-06-03 02:00:44,reb62a,2025-06-03 02:00:44
43,44,2025-06-03 01:57:44,reb62a,2025-06-03 01:57:44
43,44,2025-06-03 01:54:44,reb62a,2025-06-03 01:54:44
43,44,2025-06-03 01:51:44,reb62a,2025-06-03 01:51:44
43,44,2025-06-03 01:48:44,reb62a,2025-06-03 01:48:44
43,44,2025-06-03 01:45:44,reb62a,2025-06-03 01:45:44
43,44,2025-06-03 01:42:44,reb62a,2025-06-03 01:42:44
43,44,2025-06-03 01:39:44,reb62a,2025-06-03 01:39:44
43,44,2025-06-03 01:36:44,reb62a,2025-06-03 01:36:44
43,44,2025-06-03 01:33:44,reb62a,2025-06-03 01:33:44
43,44,2025-06-03 01:30:44,reb62a,2025-06-03 01:30:44
43,44,2025-06-03 01:27:44,reb62a,2025-06-03 01:27:44
43,42,2025-06-03 01:24:44,reb62a,2025-06-03 01:24:44
43,42,2025-06-03 01:21:44,reb62a,2025-06-03 01:21:44
43,42,2025-06-03 01:18:44,reb62a,2025-06-03 01:18:44
43,42,2025-06-03 01:15:44,reb62a,2025-06-03 01:15:44
43,42,2025-06-03 01:12:44,reb62a,2025-06-03 01:12:44
43,42,2025-06-03 01:09:44,reb62a,2025-06-03 01:09:44
43,42,2025-06-03 01:06:44,reb62a,2025-06-03 01:06:44
43,42,2025-06-03 01:03:44,reb62a,2025-06-03 01:03:44
43,42,2025-06-03 01:00:44,reb62a,2025-06-03 01:00:44
43,42,2025-06-03 00:57:44,reb62a,2025-06-03 00:57:44
43,42,2025-06-03 00:54:44,reb62a,2025-06-03 00:54:44
43,42,2025-06-03 00:51:44,reb62a,2025-06-03 00:51:44
